account_code,account_name,category,business_unit,geography,product_line,period,value,currency
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-06,400095.72,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-06,248488.99,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-06,155119.19,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-06,103326.61,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-07,3106408.9,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-07,1302150.09,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-07,502425.59,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-07,1809097.69,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-07,833017.0,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-07,542353.43,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-07,697158.86,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-07,438574.0,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-07,265206.81,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-07,144848.67,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-07,109546.5,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-08,3173885.82,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-08,1424816.87,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-08,504820.17,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-08,1845230.7,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-08,702812.92,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-08,517014.62,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-08,498232.92,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-08,378035.08,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-08,262885.07,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-08,143997.58,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-08,96723.32,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-09,3462761.59,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-09,1372558.17,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-09,566221.49,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-09,1718027.32,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-09,846873.77,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-09,521982.25,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-09,665575.65,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-09,457072.46,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-09,246907.37,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-09,146935.25,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-09,106043.93,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-10,3470375.66,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-10,1454824.66,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-10,585431.69,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-10,2225754.93,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-10,831404.07,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-10,548185.53,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-10,677399.22,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-10,478850.5,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-10,248514.32,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-10,164533.4,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-10,97659.99,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-11,3225447.97,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-11,1393374.98,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-11,561935.37,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-11,2031952.09,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-11,793970.38,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-11,543309.14,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-11,616511.63,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-11,402107.95,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-11,260723.5,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-11,186646.0,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-11,120407.97,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2023-12,3819048.03,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2023-12,1325275.2,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2023-12,626486.02,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2023-12,3021381.02,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2023-12,922380.22,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2023-12,663139.21,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2023-12,778305.35,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2023-12,446146.2,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2023-12,271448.37,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2023-12,181482.57,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2023-12,116784.24,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-01,3177783.87,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-01,1265816.51,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-01,472021.98,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-01,1720947.78,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-01,784304.73,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-01,458708.12,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-01,705241.89,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-01,454776.89,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-01,252016.86,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-01,155724.27,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-01,97566.73,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-02,2965134.89,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-02,1221546.33,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-02,576592.27,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-02,1848050.48,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-02,687348.15,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-02,530166.81,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-02,691478.98,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-02,392083.01,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-02,352685.45,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-02,162540.57,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-02,107643.06,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-03,3375249.95,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-03,1350532.98,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-03,535067.92,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-03,1971584.22,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-03,834394.39,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-03,540549.41,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-03,694689.26,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-03,443920.74,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-03,271750.28,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-03,157455.74,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-03,110755.69,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-04,3828205.27,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-04,1318332.05,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-04,499611.04,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-04,2084118.53,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-04,748044.06,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-04,500729.8,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-04,619922.33,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-04,454854.73,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-04,270596.35,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-04,165059.23,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-04,113446.3,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-05,4022951.91,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-05,1441889.03,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-05,596834.47,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-05,1977902.68,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-05,901132.44,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-05,589600.1,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-05,652210.27,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-05,546312.53,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-05,285731.88,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-05,165405.52,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-05,104595.84,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-06,3557952.28,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-06,1231672.81,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-06,558254.61,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-06,2161207.05,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-06,845164.01,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-06,551379.71,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-06,661317.73,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-06,422831.11,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-06,247942.92,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-06,146178.32,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-06,110191.07,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-07,3394524.47,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-07,1378099.36,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-07,583694.0,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-07,1744463.76,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-07,743984.82,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-07,565204.42,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-07,615158.8,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-07,382655.64,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-07,279155.13,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-07,166242.13,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-07,102784.11,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-08,3108869.21,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-08,1089362.36,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-08,573556.12,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-08,1611970.32,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-08,830019.67,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-08,524826.93,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-08,650011.76,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-08,410826.27,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-08,255199.41,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-08,149316.0,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-08,117559.62,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-09,3423008.48,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-09,1379443.76,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-09,513517.76,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-09,2181919.92,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-09,763414.93,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-09,530714.76,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-09,642789.84,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-09,398515.2,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-09,278089.04,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-09,175944.61,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-09,102525.99,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-10,3820854.74,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-10,1484892.4,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-10,579565.49,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-10,2194389.71,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-10,847344.43,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-10,594031.75,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-10,789299.79,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-10,515953.9,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-10,302266.52,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-10,165027.0,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-10,110751.98,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-11,3986965.35,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-11,1471447.35,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-11,453462.98,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-11,2058504.76,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-11,863650.19,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-11,705942.18,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-11,777163.06,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-11,497149.47,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-11,300834.35,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-11,182845.4,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-11,121987.93,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2024-12,4034934.62,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2024-12,1573277.6,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2024-12,665126.57,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2024-12,2213359.55,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2024-12,1057257.22,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2024-12,572767.44,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2024-12,834293.96,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2024-12,530316.33,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2024-12,274280.71,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2024-12,214038.07,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2024-12,120928.11,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2025-01,3699361.71,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2025-01,1308091.83,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2025-01,481142.64,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2025-01,1927705.29,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2025-01,784824.87,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2025-01,529141.31,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2025-01,673526.29,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2025-01,417045.52,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2025-01,254358.07,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2025-01,156543.23,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2025-01,97268.36,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2025-02,5335359.44,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2025-02,1422705.82,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2025-02,574557.06,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2025-02,1872919.1,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2025-02,686559.0,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2025-02,608452.49,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2025-02,643336.06,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2025-02,454116.7,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2025-02,278756.41,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2025-02,162221.8,USD
NO-OPEX-005,North America - IT & Software,OpEx,North America,North America,All Products,2025-02,101825.87,USD
NO-REV-001,North America - Product Revenue,Revenue,North America,North America,All Products,2025-03,3478061.13,USD
NO-REV-002,North America - Service Revenue,Revenue,North America,North America,All Products,2025-03,1271874.66,USD
NO-REV-003,North America - Subscription Revenue,Revenue,North America,North America,All Products,2025-03,539428.04,USD
NO-COGS-001,North America - Material Costs,COGS,North America,North America,All Products,2025-03,1827786.72,USD
NO-COGS-002,North America - Labor Costs,COGS,North America,North America,All Products,2025-03,947589.68,USD
NO-COGS-003,North America - Fulfillment,COGS,North America,North America,All Products,2025-03,599868.85,USD
NO-OPEX-001,North America - Sales & Marketing,OpEx,North America,North America,All Products,2025-03,681671.9,USD
NO-OPEX-002,North America - R&D,OpEx,North America,North America,All Products,2025-03,424748.97,USD
NO-OPEX-003,North America - G&A,OpEx,North America,North America,All Products,2025-03,261988.46,USD
NO-OPEX-004,North America - Rent & Facilities,OpEx,North America,North America,All Products,2025-03,167241.63,USD
